Kend,year,month,day,hour,localHour,dayTime,MP1rms,MP1rms_Smoothed,NMRI_Proxy,NMRI_Proxy_smoothed,maximum_MP1rms
,21,6,30,0,17,180.71,0.247908,,0.447202767,,0.448461
31.73643,21,6,30,1,18,180.75,0.178875,,0.601135885,,
-109.941989,21,6,30,2,19,180.79,0.36974,,0.175535888,,
,21,6,30,3,20,180.83,0.368384,,0.178559563,,
,21,6,30,4,21,180.88,0.365119,,0.185840017,,
,21,6,30,5,22,180.92,0.225804,,0.496491334,,
,21,6,30,6,23,180.96,0.218038,0.267294875,0.513808336,0.403972976,
,21,6,30,7,0,180.00,0.21873,0.2674465,0.512265281,0.403634876,
,21,6,30,8,1,180.04,0.248078,0.268656292,0.446823693,0.400937224,
,21,6,30,9,2,180.08,0.231422,0.267956375,0.483964046,0.402497932,
,21,6,30,10,3,180.13,0.151823,0.266694,0.661457741,0.405312837,
,21,6,30,11,4,180.17,0.362471,0.266924292,0.191744656,0.404799321,
,21,6,30,12,5,180.21,0.226286,0.266172,0.495416547,0.406476817,
,21,6,30,13,6,180.25,0.272705,0.266468125,0.391909218,0.405816504,
,21,6,30,14,7,180.29,0.296545,0.266622417,0.338749635,0.405472457,
,21,6,30,15,8,180.33,0.272478,0.266552458,0.392415394,0.405628453,
,21,6,30,16,9,180.38,0.209083,0.26712125,0.533776627,0.404360134,
,21,6,30,17,10,180.42,0.281797,0.266756583,0.371635438,0.405173285,
,21,6,30,18,11,180.46,0.235376,0.26712475,0.475147226,0.404352329,
,21,6,30,19,12,180.50,0.154451,0.267291333,0.6555977,0.403980874,
,21,6,30,20,13,180.54,0.282449,0.267112,0.370181577,0.40438076,
,21,6,30,21,14,180.58,0.281749,0.267190792,0.37174247,0.404205067,
,21,6,30,22,15,180.63,0.314235,0.267285625,0.299303618,0.403993603,
,21,6,30,23,16,180.67,0.401531,0.267499917,0.104646781,0.403515765,
,21,7,1,0,17,181.71,0.251547,0.267290917,0.439088349,0.403981803,
,21,7,1,1,18,181.75,0.20791,0.267337875,0.536392239,0.403877093,
,21,7,1,2,19,181.79,0.352942,0.267554542,0.21299288,0.403393959,
,21,7,1,3,20,181.83,0.338087,0.268167125,0.246117277,0.402027991,
,21,7,1,4,21,181.88,0.370646,0.268582,0.173515646,0.401102883,
,21,7,1,5,22,181.92,0.207749,0.268715292,0.536751245,0.400805663,
,21,7,1,6,23,181.96,0.225145,0.268716333,0.497960804,0.40080334,
,21,7,1,7,0,181.00,0.222433,0.267983125,0.504008152,0.402438283,
,21,7,1,8,1,181.04,0.246399,0.268641125,0.450567608,0.400971043,
,21,7,1,9,2,181.08,0.245073,0.267194625,0.453524387,0.404196519,
,21,7,1,10,3,181.13,0.143071,0.2650965,0.680973373,0.408875019,
,21,7,1,11,4,181.17,0.371307,0.261572,0.172041716,0.41673412,
,21,7,1,12,5,181.21,0.230284,0.260843958,0.486501613,0.418357542,
,21,7,1,13,6,181.25,0.268401,0.260538292,0.401506486,0.419039132,
,21,7,1,14,7,181.29,0.298436,0.259525458,0.334532992,0.421297597,
,21,7,1,15,8,181.33,0.274754,0.258857083,0.387340259,0.422787972,
,21,7,1,16,9,181.38,0.214226,0.258010458,0.522308517,0.424675817,
,21,7,1,17,10,181.42,0.276781,0.25836825,0.382820357,0.423877996,
,21,7,1,18,11,181.46,0.236503,0.256656667,0.472634187,0.427694567,
,21,7,1,19,12,181.50,0.159651,0.256453708,0.644002489,0.428147134,
,21,7,1,20,13,181.54,0.297151,0.255476,0.337398347,0.430327275,
,21,7,1,21,14,181.58,0.291706,0.255140875,0.349539871,0.431074553,
,21,7,1,22,15,181.63,0.317434,0.254779333,0.292170334,0.431880736,
,21,7,1,23,16,181.67,0.401556,0.254556333,0.104591035,0.432377992,
,21,7,2,0,17,182.71,0.23395,0.254824167,0.478326989,0.431780764,
,21,7,2,1,18,182.75,0.223702,0.25479525,0.501178475,0.431845244,
,21,7,2,2,19,182.79,0.318226,0.25536975,0.290404294,0.430564196,
,21,7,2,3,20,182.83,0.287732,0.256005708,0.358401288,0.429146106,
,21,7,2,4,21,182.88,0.286058,0.255247083,0.362134054,0.430837724,
,21,7,2,5,22,182.92,0.190276,0.255223292,0.575713384,0.430890776,
,21,7,2,6,23,182.96,0.217809,0.255205083,0.514318971,0.430931378,
,21,7,2,7,0,182.00,0.198125,0.256080042,0.558211305,0.428980354,
,21,7,2,8,1,182.04,0.230358,0.257148958,0.486336605,0.426596832,
,21,7,2,9,2,182.08,0.224754,0.258790833,0.498832674,0.422935699,
,21,7,2,10,3,182.13,0.151658,0.260393167,0.661825666,0.419362739,
,21,7,2,11,4,182.17,0.330229,0.262109375,0.263639425,0.415535855,
,21,7,2,12,5,182.21,0.225413,0.26213275,0.497363204,0.415483732,
,21,7,2,13,6,182.25,0.244936,0.263130417,0.453829876,0.413259087,
,21,7,2,14,7,182.29,0.290393,0.264116667,0.352467662,0.411059899,
,21,7,2,15,8,182.33,0.266077,0.264694625,0.406688653,0.40977114,
,21,7,2,16,9,182.38,0.208874,0.264686958,0.534242665,0.409788235,
,21,7,2,17,10,182.42,0.283209,0.265150708,0.368486892,0.408754143,
,21,7,2,18,11,182.46,0.235809,0.266449292,0.474181701,0.405858499,
,21,7,2,19,12,182.50,0.173439,0.267502625,0.61325734,0.403509725,
,21,7,2,20,13,182.54,0.312414,0.266932667,0.303364172,0.404780646,
,21,7,2,21,14,182.58,0.273499,0.2673595,0.390138719,0.403828873,
,21,7,2,22,15,182.63,0.316863,0.267645083,0.293443577,0.403192065,
,21,7,2,23,16,182.67,0.401119,0.268192417,0.105565478,0.401971595,
,21,7,3,0,17,183.71,0.254949,0.268179792,0.431502405,0.401999747,
,21,7,3,1,18,183.75,0.249356,0.267541167,0.443973946,0.403423783,
,21,7,3,2,19,183.79,0.357631,0.267990042,0.202537121,0.40242286,
,21,7,3,3,20,183.83,0.326188,0.268872458,0.272650242,0.400455205,
,21,7,3,4,21,183.88,0.327247,0.267864,0.270288832,0.402703914,
,21,7,3,5,22,183.92,0.190837,0.267639917,0.574462439,0.403203586,
,21,7,3,6,23,183.96,0.241753,0.267070083,0.460927483,0.404474228,
,21,7,3,7,0,183.00,0.221795,0.266957208,0.505430796,0.404725922,
,21,7,3,8,1,183.04,0.244229,0.267561667,0.455406379,0.403378072,
,21,7,3,9,2,183.08,0.22457,0.267761917,0.499242967,0.402931544,
,21,7,3,10,3,183.13,0.162788,0.2677505,0.637007454,0.402957002,
,21,7,3,11,4,183.17,0.361395,0.267438833,0.194143972,0.403651971,
,21,7,3,12,5,183.21,0.250693,0.267309458,0.440992639,0.403940458,
,21,7,3,13,6,183.25,0.231257,0.267334125,0.484331971,0.403885455,
,21,7,3,14,7,183.29,0.300637,0.2674155,0.329625096,0.403704001,
,21,7,3,15,8,183.33,0.272931,0.267124333,0.391405273,0.404353259,
,21,7,3,16,9,183.38,0.22201,0.266694375,0.504951378,0.405312,
,21,7,3,17,10,183.42,0.282906,0.267473,0.369162536,0.403575785,
,21,7,3,18,11,183.46,0.220482,0.266969625,0.508358586,0.404698235,
,21,7,3,19,12,183.50,0.184212,0.266402792,0.589235184,0.405962187,
,21,7,3,20,13,183.54,0.333592,0.266684,0.256140445,0.405335135,
,21,7,3,21,14,183.58,0.249296,0.266514458,0.444107737,0.405713187,
,21,7,3,22,15,183.63,0.311485,0.266569333,0.305435701,0.405590824,
,21,7,3,23,16,183.67,0.387443,0.2673335,0.136060884,0.403886849,
,21,7,4,0,17,184.71,0.25224,0.266857167,0.437543064,0.404949,
,21,7,4,1,18,184.75,0.263863,0.266472667,0.411625537,0.405806376,
,21,7,4,2,19,184.79,0.362437,0.267087,0.19182047,0.404436506,
,21,7,4,3,20,184.83,0.325914,0.266595,0.27326122,0.405533592,
,21,7,4,4,21,184.88,0.319767,0.266217792,0.286968098,0.406374709,
,21,7,4,5,22,184.92,0.187732,0.26649475,0.581386118,0.405757134,
,21,7,4,6,23,184.96,0.242345,0.265791375,0.459607413,0.407325553,
,21,7,4,7,0,184.00,0.223748,0.265767208,0.501075902,0.407379441,
,21,7,4,8,1,184.04,0.237241,0.2662355,0.470988559,0.406335222,
,21,7,4,9,2,184.08,0.214251,0.26662125,0.522252771,0.405475058,
,21,7,4,10,3,184.13,0.181475,0.266502125,0.595338279,0.405740689,
,21,7,4,11,4,184.17,0.349314,0.26608675,0.22108277,0.406666912,
,21,7,4,12,5,184.21,0.237089,0.265860042,0.471327496,0.407172437,
,21,7,4,13,6,184.25,0.238006,0.266013042,0.469282725,0.40683127,
,21,7,4,14,7,184.29,0.296568,0.266221167,0.338698348,0.406367183,
,21,7,4,15,8,184.33,0.274248,0.2661665,0.388468562,0.406489082,
,21,7,4,16,9,184.38,0.24035,0.266044708,0.46405596,0.406760658,
,21,7,4,17,10,184.42,0.271474,0.267115833,0.394654162,0.404372212,
,21,7,4,18,11,184.46,0.211254,0.26719275,0.528935627,0.4042007,
,21,7,4,19,12,184.50,0.198956,0.267666542,0.556358301,0.403144216,
,21,7,4,20,13,184.54,0.321784,0.267972042,0.282470494,0.402462998,
,21,7,4,21,14,184.58,0.240243,0.267321958,0.464294554,0.403912585,
,21,7,4,22,15,184.63,0.318132,0.267446458,0.2906139,0.403634969,
,21,7,4,23,16,184.67,0.370562,0.268092667,0.173702953,0.402194022,
,21,7,5,0,17,185.71,0.25166,0.266561042,0.438836376,0.405609313,
,21,7,5,1,18,185.75,0.275102,0.265960917,0.386564272,0.406947501,
,21,7,5,2,19,185.79,0.371695,0.266578917,0.171176535,0.405569455,
,21,7,5,3,20,185.83,0.323055,0.266367792,0.279636356,0.406040232,
,21,7,5,4,21,185.88,0.309798,0.2666535,0.309197455,0.405403145,
,21,7,5,5,22,185.92,0.182291,0.26728275,0.593518723,0.404000013,
,21,7,5,6,23,185.96,0.246017,0.265891625,0.45141941,0.407102011,
,21,7,5,7,0,185.00,0.228743,0.265998,0.48993781,0.406864811,
,21,7,5,8,1,185.04,0.235929,0.266349,0.47391412,0.406082134,
,21,7,5,9,2,185.08,0.211328,0.266877,0.528770618,0.404904774,
,21,7,5,10,3,185.13,0.207182,0.2667575,0.538015569,0.405171241,
,21,7,5,11,4,185.17,0.35116,0.266557708,0.21696647,0.405616746,
,21,7,5,12,5,185.21,0.24846,0.2664525,0.445971891,0.405851345,
,21,7,5,13,6,185.25,0.245338,0.26655175,0.452933477,0.405630032,
,21,7,5,14,7,185.29,0.280966,0.266687667,0.373488442,0.405326959,
,21,7,5,15,8,185.33,0.277236,0.266671125,0.381805776,0.405363844,
,21,7,5,16,9,185.38,0.255859,0.266381333,0.429473243,0.406010036,
,21,7,5,17,10,185.42,0.234715,0.2672395,0.476621155,0.404096454,
,21,7,5,18,11,185.46,0.196851,0.266857875,0.561052132,0.40494742,
,21,7,5,19,12,185.50,0.213788,0.266744208,0.523285191,0.40520088,
,21,7,5,20,13,185.54,0.316717,0.26693425,0.293769135,0.404777116,
,21,7,5,21,14,185.58,0.2471,0.267010833,0.449004484,0.404606346,
,21,7,5,22,15,185.63,0.333234,0.267008708,0.25693873,0.404611085,
,21,7,5,23,16,185.67,0.337175,0.268213583,0.248150898,0.401924396,
,21,7,6,0,17,186.71,0.254213,0.268019625,0.433143573,0.402356894,
,21,7,6,1,18,186.75,0.283526,0.268037333,0.36778003,0.402317407,
,21,7,6,2,19,186.79,0.384367,0.268472958,0.142919897,0.401346029,
,21,7,6,3,20,186.83,0.320187,0.268260375,0.286031561,0.401820058,
,21,7,6,4,21,186.88,0.305003,0.26876175,0.319889578,0.400702068,
,21,7,6,5,22,186.92,0.179766,0.27019775,0.59914909,0.397500006,
,21,7,6,6,23,186.96,0.248399,0.268366625,0.446107911,0.401583137,
,21,7,6,7,0,186.00,0.232005,0.268404,0.482664044,0.401499796,
,21,7,6,8,1,186.04,0.235532,0.267414458,0.474799369,0.403706324,
,21,7,6,9,2,186.08,0.204373,0.266942083,0.544279213,0.404759648,
,21,7,6,10,3,186.13,0.227778,0.266403875,0.492089613,0.405959771,
,21,7,6,11,4,186.17,0.342001,0.265872167,0.23738965,0.4071454,
,21,7,6,12,5,186.21,0.245732,0.265726792,0.452054917,0.407469564,
,21,7,6,13,6,186.25,0.249899,0.265736583,0.442763139,0.40744773,
,21,7,6,14,7,186.29,0.282804,0.266117792,0.36938998,0.406597694,
,21,7,6,15,8,186.33,0.277185,0.266078708,0.381919498,0.406684844,
,21,7,6,16,9,186.38,0.284776,0.266082833,0.36499272,0.406675646,
,21,7,6,17,10,186.42,0.23006,0.266658625,0.487001099,0.405391717,
,21,7,6,18,11,186.46,0.197276,0.265933042,0.560104446,0.407009658,
,21,7,6,19,12,186.50,0.224243,0.26582325,0.499972127,0.407254477,
,21,7,6,20,13,186.54,0.311615,0.266467125,0.305145821,0.405818733,
,21,7,6,21,14,186.58,0.259133,0.264963625,0.42217272,0.40917131,
,21,7,6,22,15,186.63,0.367698,0.264817125,0.180089239,0.409497983,
,21,7,6,23,16,186.67,0.293228,0.265350958,0.346146042,0.408307616,
,21,7,7,0,17,187.71,0.25511,0.265142167,0.431143399,0.408773189,
,21,7,7,1,18,187.75,0.259777,0.264289958,0.420736697,0.410673485,
,21,7,7,2,19,187.79,0.37303,0.264653583,0.168199687,0.409862656,
,21,7,7,3,20,187.83,0.30727,0.264716292,0.314834512,0.409722826,
,21,7,7,4,21,187.88,0.292242,0.264879875,0.348344672,0.40935806,
,21,7,7,5,22,187.92,0.176277,0.265011875,0.606929031,0.40906372,
,21,7,7,6,23,187.96,0.248634,0.263881833,0.445583897,0.411583542,
,21,7,7,7,0,187.00,0.241154,0.264010167,0.462263162,0.411297378,
,21,7,7,8,1,187.04,0.234594,0.265685833,0.476890967,0.407560895,
,21,7,7,9,2,187.08,0.204472,0.267587083,0.544058458,0.403321396,
,21,7,7,10,3,187.13,0.241597,0.26812875,0.461275339,0.402113562,
,21,7,7,11,4,187.17,0.324587,0.268386708,0.276220229,0.401538354,
,21,7,7,12,5,187.21,0.243097,0.268147625,0.457930567,0.402071473,
,21,7,7,13,6,187.25,0.265352,0.268629458,0.408305293,0.400997058,
,21,7,7,14,7,187.29,0.24672,0.268868125,0.449851827,0.400464868,
,21,7,7,15,8,187.33,0.273669,0.269107375,0.389759645,0.399931376,
,21,7,7,16,9,187.38,0.297588,0.268753375,0.336423903,0.400720743,
,21,7,7,17,10,187.42,0.225049,0.269465583,0.498174869,0.399132626,
,21,7,7,18,11,187.46,0.176823,0.270027875,0.605711533,0.397878801,
,21,7,7,19,12,187.50,0.23297,0.270378875,0.480512241,0.397096124,
,21,7,7,20,13,187.54,0.31312,0.270861833,0.301789899,0.3960192,
,21,7,7,21,14,187.58,0.263059,0.270843,0.413418335,0.396061196,
,21,7,7,22,15,187.63,0.370866,0.270772792,0.173025079,0.39621775,
,21,7,7,23,16,187.67,0.266107,0.271274167,0.406621758,0.39509976,
,21,7,8,0,17,188.71,0.25819,0.27147,0.424275467,0.394663081,
,21,7,8,1,18,188.75,0.299993,0.271194208,0.331061118,0.395278055,
,21,7,8,2,19,188.79,0.41866,0.271282833,0.066451709,0.395080434,
,21,7,8,3,20,188.83,0.32027,0.270909625,0.285846484,0.395912632,
,21,7,8,4,21,188.88,0.298433,0.271327417,0.334539681,0.39498102,
,21,7,8,5,22,188.92,0.170539,0.271501375,0.6197239,0.39459312,
,21,7,8,6,23,188.96,0.260198,0.271654375,0.419797931,0.394251953,
,21,7,8,7,0,188.00,0.246882,0.271422292,0.449490591,0.394769463,
,21,7,8,8,1,188.04,0.240336,0.272333667,0.464087178,0.392737235,
,21,7,8,9,2,188.08,0.195976,0.272581625,0.563003249,0.392184326,
,21,7,8,10,3,188.13,0.25869,0.2723775,0.423160542,0.392639494,
,21,7,8,11,4,188.17,0.338082,0.271952083,0.246128426,0.393588108,
,21,7,8,12,5,188.21,0.251521,0.272237583,0.439146325,0.392951487,
,21,7,8,13,6,188.25,0.276943,0.271855417,0.382459121,0.39380366,
,21,7,8,14,7,188.29,0.246268,0.272035292,0.450859718,0.393402566,
,21,7,8,15,8,188.33,0.271984,0.271953083,0.393516939,0.393585879,
,21,7,8,16,9,188.38,0.309621,0.27172125,0.309592138,0.394102832,
,21,7,8,17,10,188.42,0.229749,0.272269083,0.487694582,0.392881246,
,21,7,8,18,11,188.46,0.170204,0.271859583,0.620470899,0.393794369,
,21,7,8,19,12,188.50,0.235097,0.271996833,0.475769353,0.393488323,
,21,7,8,20,13,188.54,0.304163,0.271941833,0.32176265,0.393610964,
,21,7,8,21,14,188.58,0.273086,0.271686292,0.391059646,0.394180783,
,21,7,8,22,15,188.63,0.375041,0.271816667,0.163715462,0.393890067,
,21,7,8,23,16,188.67,0.269779,0.271761083,0.398433755,0.394014009,
,21,7,9,0,17,189.71,0.25262,0.272007375,0.436695722,0.393464816,
,21,7,9,1,18,189.75,0.321866,0.271529333,0.282287646,0.394530777,
,21,7,9,2,19,189.79,0.424611,0.271888875,0.053181882,0.393729053,
,21,7,9,3,20,189.83,0.315371,0.271812,0.296770511,0.393900473,
,21,7,9,4,21,189.88,0.288223,0.272616708,0.357306432,0.392106095,
,21,7,9,5,22,189.92,0.177391,0.272347167,0.60444498,0.392707132,
,21,7,9,6,23,189.96,0.251026,0.271694167,0.4402501,0.394163223,
,21,7,9,7,0,189.00,0.251199,0.271307208,0.439864336,0.395026082,
,21,7,9,8,1,189.04,0.238363,0.270975125,0.468486669,0.395766577,
,21,7,9,9,2,189.08,0.190412,0.27118675,0.575410125,0.395294686,
,21,7,9,10,3,189.13,0.271838,0.271417042,0.393842497,0.39478117,
,21,7,9,11,4,189.17,0.328254,0.271161333,0.268043375,0.395351361,
,21,7,9,12,5,189.21,0.254815,0.271631208,0.431801205,0.394303611,
,21,7,9,13,6,189.25,0.275623,0.270872458,0.385402521,0.395995508,
,21,7,9,14,7,189.29,0.240135,0.270904583,0.464535378,0.395923874,
,21,7,9,15,8,189.33,0.275113,0.270675875,0.386539744,0.396433859,
,21,7,9,16,9,189.38,0.308287,0.27048875,0.312566756,0.39685112,
,21,7,9,17,10,189.42,0.23566,0.271409833,0.474513949,0.394797244,
,21,7,9,18,11,189.46,0.158731,0.270109333,0.646053949,0.397697161,
,21,7,9,19,12,189.50,0.243726,0.270332083,0.456527992,0.397200463,
,21,7,9,20,13,189.54,0.302318,0.270277083,0.325876721,0.397323104,
,21,7,9,21,14,189.58,0.292399,0.270681167,0.347994586,0.39642206,
,21,7,9,22,15,189.63,0.368572,0.270255875,0.178140351,0.397370396,
,21,7,9,23,16,189.67,0.254107,0.270255875,0.433379937,0.397370396,
,21,7,10,0,17,190.71,0.243333,0.270478333,0.457404323,0.396874347,
,21,7,10,1,18,190.75,0.313896,0.270341958,0.300059537,0.397178443,
,21,7,10,2,19,190.79,0.42969,0.270595917,0.041856483,0.396612154,
,21,7,10,3,20,190.83,0.320898,0.270414208,0.284446139,0.397017336,
,21,7,10,4,21,190.88,0.282086,0.27058375,0.370991011,0.396639284,
,21,7,10,5,22,190.92,0.188668,0.270001,0.57929898,0.397938728,
,21,7,10,6,23,190.96,0.232816,0.270213667,0.480855637,0.397464514,
,21,7,10,7,0,190.00,0.25197,0.268530083,0.438145123,0.401218649,
,21,7,10,8,1,190.04,0.232874,0.268031625,0.480726306,0.402330136,
,21,7,10,9,2,190.08,0.185921,0.266492167,0.585424374,0.405762894,
,21,7,10,10,3,190.13,0.293944,0.266378667,0.34454947,0.406015982,
,21,7,10,11,4,190.17,0.297042,0.264964833,0.3376414,0.409168616,
,21,7,10,12,5,190.21,0.260161,0.26544325,0.419880436,0.408101819,
,21,7,10,13,6,190.25,0.274303,0.264685958,0.388345921,0.409790465,
,21,7,10,14,7,190.29,0.249833,0.264447458,0.442910309,0.410322284,
,21,7,10,15,8,190.33,0.264906,0.264043375,0.409299805,0.411223328,
,21,7,10,16,9,190.38,0.308287,0.2638945,0.312566756,0.411555297,
,21,7,10,17,10,190.42,0.240999,0.264934792,0.462608789,0.409235604,
,21,7,10,18,11,190.46,0.155458,0.26238975,0.653352242,0.414910661,
,21,7,10,19,12,190.50,0.249821,0.262479625,0.442937067,0.414710254,
,21,7,10,20,13,190.54,0.297957,0.26248325,0.335601089,0.41470217,
,21,7,10,21,14,190.58,0.296468,0.262953375,0.338921333,0.413653863,
,21,7,10,22,15,190.63,0.354586,0.262229625,0.209327009,0.415267716,
,21,7,10,23,16,190.67,0.259211,0.261713083,0.421998791,0.416419525,
,21,7,11,0,17,191.71,0.202927,0.261874792,0.547503573,0.41605894,
,21,7,11,1,18,191.75,0.301933,0.261903083,0.326735212,0.415995854,
,21,7,11,2,19,191.79,0.392743,0.262075292,0.124242688,0.415611856,
,21,7,11,3,20,191.83,0.318174,0.26259375,0.290520246,0.414455772,
,21,7,11,4,21,191.88,0.248154,0.26266175,0.446654224,0.414304142,
,21,7,11,5,22,191.92,0.20015,0.263781458,0.553695862,0.411807363,
,21,7,11,6,23,191.96,0.214641,0.263956708,0.52138313,0.411416582,
,21,7,11,7,0,191.00,0.246246,0.263008167,0.450908775,0.413531686,
,21,7,11,8,1,191.04,0.223176,0.263728708,0.502351375,0.411924987,
,21,7,11,9,2,191.08,0.182348,0.265482875,0.593391622,0.408013462,
,21,7,11,10,3,191.13,0.318911,0.266812417,0.288876848,0.405048785,
,21,7,11,11,4,191.17,0.235961,0.266829667,0.473842764,0.40501032,
,21,7,11,12,5,191.21,0.262318,0.267138333,0.415070653,0.404322041,
,21,7,11,13,6,191.25,0.27439,0.267395667,0.388151924,0.403748226,
,21,7,11,14,7,191.29,0.261116,0.267333792,0.41775093,0.403886198,
,21,7,11,15,8,191.33,0.247536,0.267621625,0.44803227,0.403244374,
,21,7,11,16,9,191.38,0.29589,0.267187958,0.340210186,0.404211384,
,21,7,11,17,10,191.42,0.24488,0.267912,0.453954747,0.402596881,
,21,7,11,18,11,191.46,0.156137,0.267415542,0.651838175,0.403703908,
,21,7,11,19,12,191.50,0.253954,0.267770083,0.433721104,0.402913334,
,21,7,11,20,13,191.54,0.3104,0.267898792,0.307855087,0.402626334,
,21,7,11,21,14,191.58,0.2981,0.268069458,0.335282221,0.402245773,
,21,7,11,22,15,191.63,0.381459,0.268114875,0.149404296,0.402144501,
,21,7,11,23,16,191.67,0.263417,0.267860208,0.412620049,0.402712369,
,21,7,12,0,17,192.71,0.180162,0.267900792,0.59826607,0.402621874,
,21,7,12,1,18,192.75,0.319226,0.267803583,0.288174445,0.402838634,
,21,7,12,2,19,192.79,0.434843,0.26795225,0.030366074,0.40250713,
,21,7,12,3,20,192.83,0.350083,0.268027667,0.219368016,0.402338962,
,21,7,12,4,21,192.88,0.248568,0.268215875,0.445731067,0.401919286,
,21,7,12,5,22,192.92,0.207558,0.268683125,0.537177146,0.40087739,
,21,7,12,6,23,192.96,0.220817,0.26900125,0.507611587,0.400168019,
,21,7,12,7,0,192.00,0.244761,0.268460083,0.454220099,0.401374739,
,21,7,12,8,1,192.04,0.230084,0.269549083,0.486947583,0.398946434,
,21,7,12,9,2,192.08,0.17194,0.268556958,0.616599883,0.401158722,
,21,7,12,10,3,192.13,0.336288,0.269019167,0.250128774,0.400128068,
,21,7,12,11,4,192.17,0.224046,0.268589833,0.500411407,0.401085416,
,21,7,12,12,5,192.21,0.270827,0.268436417,0.396096874,0.401427512,
,21,7,12,13,6,192.25,0.277479,0.268093708,0.381263923,0.402191699,
,21,7,12,14,7,192.29,0.265212,0.267871375,0.408617472,0.402687469,
,21,7,12,15,8,192.33,0.248626,0.26753625,0.445601736,0.403434747,
,21,7,12,16,9,192.38,0.289778,0.267177583,0.353839018,0.404234519,
,21,7,12,17,10,192.42,0.245854,0.267139,0.451782875,0.404320554,
,21,7,12,18,11,192.46,0.153804,0.267109292,0.657040412,0.404386799,
,21,7,12,19,12,192.50,0.257522,0.267114333,0.425765005,0.404375557,
,21,7,12,20,13,192.54,0.31221,0.267262333,0.303819061,0.404045539,
,21,7,12,21,14,192.58,0.302617,0.267538792,0.325209996,0.403429079,
,21,7,12,22,15,192.63,0.392673,0.267080875,0.124398777,0.404450164,
,21,7,12,23,16,192.67,0.271052,0.2669005,0.395595158,0.404852373,
,21,7,13,0,17,193.71,0.167174,0.266929417,0.62722734,0.404787893,
,21,7,13,1,18,193.75,0.345362,0.266926625,0.22989513,0.404794118,
,21,7,13,2,19,193.79,0.411032,0.267307625,0.083460992,0.403944546,
,21,7,13,3,20,193.83,0.361176,0.267166542,0.194632309,0.40425914,
,21,7,13,4,21,193.88,0.238264,0.267136875,0.468707424,0.404325293,
,21,7,13,5,22,193.92,0.203876,0.267206125,0.545387447,0.404170876,
,21,7,13,6,23,193.96,0.212592,0.266571083,0.525952089,0.405586922,
,21,7,13,7,0,193.00,0.239425,0.266946292,0.46611857,0.404750264,
,21,7,13,8,1,193.04,0.222041,0.267236625,0.504882253,0.404102865,
,21,7,13,9,2,193.08,0.163332,0.2663495,0.635794417,0.406081019,
,21,7,13,10,3,193.13,0.335362,0.266530417,0.252193613,0.405677603,
,21,7,13,11,4,193.17,0.223333,0.266235125,0.502001289,0.406336058,
,21,7,13,12,5,193.21,0.270948,0.266514458,0.395827062,0.405713187,
,21,7,13,13,6,193.25,0.281031,0.266876333,0.373343501,0.404906261,
,21,7,13,14,7,193.29,0.271847,0.2672675,0.393822428,0.404034019,
,21,7,13,15,8,193.33,0.237636,0.267640417,0.470107769,0.403202471,
,21,7,13,16,9,193.38,0.285449,0.267441125,0.363492032,0.403646861,
,21,7,13,17,10,193.42,0.246548,0.268162625,0.45023536,0.402038026,
,21,7,13,18,11,193.46,0.153737,0.268530375,0.657189811,0.401217999,
,21,7,13,19,12,193.50,0.266666,0.268343333,0.405375272,0.401635073,
,21,7,13,20,13,193.54,0.308824,0.268974958,0.311369328,0.400226645,
,21,7,13,21,14,193.58,0.301905,0.268831417,0.326797648,0.400546722,
,21,7,13,22,15,193.63,0.394335,0.2684585,0.120692769,0.401378269,
,21,7,13,23,16,193.67,0.255811,0.268421667,0.429580276,0.401460402,
,21,7,14,0,17,194.71,0.176179,0.268530167,0.607147556,0.401218463,
,21,7,14,1,18,194.75,0.35233,0.268440375,0.214357547,0.401418685,
,21,7,14,2,19,194.79,0.389741,0.2687755,0.130936692,0.400671407,
,21,7,14,3,20,194.83,0.365518,0.269610208,0.184950308,0.398810134,
,21,7,14,4,21,194.88,0.231177,0.27112825,0.484510359,0.395425132,
,21,7,14,5,22,194.92,0.21058,0.27124575,0.530438544,0.395163125,
,21,7,14,6,23,194.96,0.221277,0.271037167,0.506585857,0.395628234,
,21,7,14,7,0,194.00,0.248813,0.27155625,0.445184754,0.394470757,
,21,7,14,8,1,194.04,0.230991,0.272357542,0.484925111,0.392683998,
,21,7,14,9,2,194.08,0.158549,0.2714935,0.646459781,0.39461068,
,21,7,14,10,3,194.13,0.352678,0.271124,0.21358156,0.395434609,
,21,7,14,11,4,194.17,0.232159,0.270442167,0.482320648,0.396954993,
,21,7,14,12,5,194.21,0.266459,0.270614125,0.405836851,0.396571552,
,21,7,14,13,6,194.25,0.29619,0.270654917,0.339541231,0.396480593,
,21,7,14,14,7,194.29,0.268402,0.270356042,0.401504256,0.397147039,
,21,7,14,15,8,194.33,0.228686,0.270247292,0.490064911,0.397389535,
,21,7,14,16,9,194.38,0.284565,0.270182833,0.365463218,0.397533267,
,21,7,14,17,10,194.42,0.249152,0.27030425,0.444428836,0.397262527,
,21,7,14,18,11,194.46,0.151582,0.270353875,0.661995134,0.397151871,
,21,7,14,19,12,194.50,0.274709,0.270339542,0.387440602,0.397183832,
,21,7,14,20,13,194.54,0.328857,0.270050708,0.266698776,0.397827886,
,21,7,14,21,14,194.58,0.338338,0.270016417,0.245557585,0.397904351,
